"","Source","Target","Type","Id","Weight","place"
"486","一部","《中央周刊》","Directed",625,1,"重庆"
"487","一部","《民主周刊(昆明)》","Directed",626,1,"昆明"
"488","一醒","《民主周刊(昆明)》","Directed",627,1,"昆明"
"489","一颗","《文萃》","Directed",628,2,"上海"
"490","一首","《民主(重庆)》","Directed",629,1,"重庆"
"491","七七","《民主周刊(昆明)》","Directed",630,2,"昆明"
"492","七则","《再生》","Directed",631,1,"重庆"
"493","七十五","《时代杂志》","Directed",632,2,"上海"
"494","万元","《中央周刊》","Directed",633,1,"重庆"
"495","万岁","《民主(上海)》","Directed",634,2,"上海"
"496","万岁","《民主(重庆)》","Directed",636,1,"重庆"
"497","万花筒","《民主(上海)》","Directed",637,1,"上海"
"498","万骨","《周报(上海1945)》","Directed",638,1,"上海"
"499","三个","《民主(上海)》","Directed",639,1,"上海"
"500","三个","《民主周刊(昆明)》","Directed",640,1,"昆明"
"501","三件","《国讯》","Directed",641,1,"上海"
"502","三八","《民主周刊(昆明)》","Directed",642,1,"昆明"
"503","三千","《文萃》","Directed",643,3,"上海"
"504","三县","《中央周刊》","Directed",644,1,"重庆"
"505","三国","《中央周刊》","Directed",645,2,"重庆"
"506","三国","《民主(上海)》","Directed",647,1,"上海"
"507","三才","《周报(上海1945)》","Directed",648,1,"上海"
"508","三民主义","《中央周刊》","Directed",649,4,"南京"
"509","三百","《时代杂志》","Directed",650,2,"上海"
"510","三百年","《文萃》","Directed",651,1,"上海"
"511","三百年","《民主(上海)》","Directed",652,1,"上海"
"512","三种","《周报(上海1945)》","Directed",653,2,"上海"
"513","三章","《国讯》","Directed",654,1,"上海"
"514","三章","《民主(上海)》","Directed",655,1,"上海"
"515","三篇","《文萃》","Directed",656,1,"上海"
"516","三首","《周报(上海1945)》","Directed",657,1,"上海"
"517","三首","《民主(重庆)》","Directed",658,1,"重庆"
"518","上之宗","《中央周刊》","Directed",659,1,"重庆"
"519","上去","《文萃》","Directed",660,1,"上海"
"520","上境","《民主(重庆)》","Directed",661,1,"重庆"
"521","上月底","《中央周刊》","Directed",662,1,"重庆"
"522","上期","《周报(上海1945)》","Directed",663,1,"上海"
"523","上校","《中央周刊》","Directed",664,1,"重庆"
"524","上海","《周报(上海1945)》","Directed",665,7,"上海"
"525","上海","《国讯》","Directed",668,19,"上海"
"526","上海","《民主(上海)》","Directed",671,8,"上海"
"527","上海","《民主周刊(昆明)》","Directed",674,3,"昆明"
"528","上海市","《民主(上海)》","Directed",676,3,"上海"
"529","上演","《周报(上海1945)》","Directed",678,1,"上海"
"530","上演","《时代杂志》","Directed",679,15,"上海"
"531","上略","《国讯》","Directed",680,1,"上海"
"532","下乡","《国讯》","Directed",681,1,"上海"
"533","下乡","《民主周刊(昆明)》","Directed",682,1,"昆明"
"534","下斯","《时代杂志》","Directed",683,2,"上海"
"535","下期","《周报(上海1945)》","Directed",684,4,"上海"
"536","下期","《时代杂志》","Directed",688,2,"上海"
"537","下江","《中央周刊》","Directed",689,1,"重庆"
"538","不下于","《中央周刊》","Directed",690,1,"重庆"
"539","不会","《周报(上海1945)》","Directed",691,1,"上海"
"540","不会","《时代杂志》","Directed",692,5,"上海"
"541","不准","《民主周刊(昆明)》","Directed",693,1,"昆明"
"542","不列颠","《中华论坛》","Directed",694,1,"重庆"
"543","不列颠","《时代杂志》","Directed",695,3,"上海"
"544","不受","《周报(上海1945)》","Directed",696,1,"上海"
"545","不可","《中央周刊》","Directed",697,5,"南京"
"546","不可","《民主(重庆)》","Directed",700,1,"重庆"
"547","不同","《时代杂志》","Directed",701,2,"上海"
"548","不宜","《民主(上海)》","Directed",702,1,"上海"
"549","不容忽视","《国讯》","Directed",703,1,"上海"
"550","不幸","《再生》","Directed",704,1,"重庆"
"551","不幸","《民主周刊(昆明)》","Directed",705,1,"昆明"
"552","不应","《周报(上海1945)》","Directed",706,1,"上海"
"553","不应","《民主(重庆)》","Directed",707,1,"重庆"
"554","不忍","《周报(上海1945)》","Directed",708,1,"上海"
"555","不忍","《民主(重庆)》","Directed",709,1,"重庆"
"556","不拢","《再生》","Directed",710,1,"重庆"
"557","不断","《中央周刊》","Directed",711,1,"重庆"
"558","不是","《国讯》","Directed",712,1,"上海"
"559","不肖","《国讯》","Directed",713,1,"上海"
"560","不能","《国讯》","Directed",714,8,"上海"
"561","不能","《民主周刊(昆明)》","Directed",716,1,"昆明"
"562","不萎","《时代杂志》","Directed",717,1,"上海"
"563","不要","《中华论坛》","Directed",718,1,"重庆"
"564","不要","《周报(上海1945)》","Directed",719,4,"上海"
"565","不要","《文萃》","Directed",721,3,"上海"
"566","不要","《民主(上海)》","Directed",722,5,"上海"
"567","不要","《民主周刊(昆明)》","Directed",723,1,"昆明"
"568","不见","《周报(上海1945)》","Directed",724,1,"上海"
"569","不许","《民主周刊(昆明)》","Directed",725,1,"昆明"
"570","与其","《再生》","Directed",726,2,"上海"
"571","与其","《时代杂志》","Directed",727,1,"上海"
"572","与术力","《中华论坛》","Directed",728,1,"重庆"
"573","丑剧","《周报(上海1945)》","Directed",729,1,"上海"
"574","专业化","《中央周刊》","Directed",730,1,"重庆"
"575","专员","《周报(上海1945)》","Directed",731,1,"上海"
"576","专家","《周报(上海1945)》","Directed",732,1,"上海"
"577","专家","《民主(重庆)》","Directed",733,1,"重庆"
"578","世界","《中华论坛》","Directed",734,6,"重庆"
"579","世界","《周报(上海1945)》","Directed",748,1,"上海"
"580","世界","《时代杂志》","Directed",753,59,"上海"
"581","世界","《民主(上海)》","Directed",756,3,"上海"
"582","世界","《民主(重庆)》","Directed",757,3,"重庆"
"583","世界大战","《文萃》","Directed",761,2,"上海"
"584","世界潮流","《文萃》","Directed",762,1,"上海"
"585","世纪","《周报(上海1945)》","Directed",763,1,"上海"
"586","世纪","《文萃》","Directed",764,2,"上海"
"587","世纪","《民主(重庆)》","Directed",765,1,"重庆"
"588","世纪","《民主周刊(昆明)》","Directed",766,1,"昆明"
"589","东京","《周报(上海1945)》","Directed",767,1,"上海"
"590","东北","《中华论坛》","Directed",768,1,"重庆"
"591","东北","《中央周刊》","Directed",769,14,"南京"
"592","东北","《周报(上海1945)》","Directed",772,7,"上海"
"593","东北","《文萃》","Directed",774,15,"上海"
"594","东北","《民主(上海)》","Directed",777,12,"上海"
"595","东北","《民主(重庆)》","Directed",778,3,"重庆"
"596","东北","《民主周刊(昆明)》","Directed",779,7,"昆明"
"597","东南","《民主(上海)》","Directed",781,1,"上海"
"598","东南亚","《周报(上海1945)》","Directed",782,1,"上海"
"599","东南亚","《国讯》","Directed",783,7,"上海"
"600","东方","《文萃》","Directed",784,2,"上海"
"601","东方","《时代杂志》","Directed",785,4,"上海"
"602","东方","《民主(重庆)》","Directed",787,1,"重庆"
"603","东方","《民主周刊(昆明)》","Directed",788,1,"昆明"
"604","东条","《周报(上海1945)》","Directed",789,1,"上海"
"605","东来","《国讯》","Directed",790,2,"上海"
"606","东欧","《民主周刊(昆明)》","Directed",791,1,"昆明"
"607","东汉","《中央周刊》","Directed",792,1,"重庆"
"608","东海","《民主周刊(昆明)》","Directed",793,1,"昆明"
"609","丢命","《国讯》","Directed",794,1,"上海"
"610","丢官","《国讯》","Directed",795,1,"上海"
"611","两个","《文萃》","Directed",796,3,"上海"
"612","两个","《民主周刊(昆明)》","Directed",797,2,"昆明"
"613","两件","《周报(上海1945)》","Directed",798,1,"上海"
"614","两国","《民主周刊(昆明)》","Directed",799,1,"昆明"
"615","两国关","《民主(重庆)》","Directed",800,1,"重庆"
"616","两国关系","《文萃》","Directed",801,1,"上海"
"617","两大","《再生》","Directed",802,3,"上海"
"618","两大","《时代杂志》","Directed",803,1,"上海"
"619","两封信","《周报(上海1945)》","Directed",804,1,"上海"
"620","两条","《民主周刊(昆明)》","Directed",805,1,"昆明"
"621","两条路线","《中华论坛》","Directed",806,1,"重庆"
"622","两条路线","《文萃》","Directed",807,1,"上海"
"623","两条路线","《民主周刊(昆明)》","Directed",808,1,"昆明"
"624","两次","《民主周刊(昆明)》","Directed",809,1,"昆明"
"625","两汉","《中华论坛》","Directed",810,1,"重庆"
"626","两点","《周报(上海1945)》","Directed",811,1,"上海"
"627","两种","《中央周刊》","Directed",812,5,"南京"
"628","两种","《国讯》","Directed",813,4,"上海"
"629","两种","《时代杂志》","Directed",815,3,"上海"
"630","两种","《民主(上海)》","Directed",816,1,"上海"
"631","两种","《民主周刊(昆明)》","Directed",817,1,"昆明"
"632","两股","《再生》","Directed",818,1,"重庆"
"633","两首","《民主(重庆)》","Directed",819,1,"重庆"
"634","严冬","《民主(重庆)》","Directed",820,1,"重庆"
"635","严厉","《周报(上海1945)》","Directed",821,1,"上海"
"636","严守","《时代杂志》","Directed",822,1,"上海"
"637","严密","《国讯》","Directed",823,1,"上海"
"638","严惩","《国讯》","Directed",824,1,"上海"
"639","严景曜","《民主(上海)》","Directed",825,1,"上海"
"640","严正","《时代杂志》","Directed",826,1,"上海"
"641","严辨","《周报(上海1945)》","Directed",827,1,"上海"
"642","严重","《时代杂志》","Directed",828,4,"上海"
"643","丧家之犬","《周报(上海1945)》","Directed",829,1,"上海"
"644","个人","《民主周刊(昆明)》","Directed",830,3,"昆明"
"645","个人主义","《民主(上海)》","Directed",833,1,"上海"
"646","个人主义","《民主周刊(昆明)》","Directed",834,1,"昆明"
"647","个性","《中央周刊》","Directed",835,2,"南京"
"648","中东","《国讯》","Directed",836,1,"上海"
"649","中储","《周报(上海1945)》","Directed",837,11,"上海"
"650","中共","《中央周刊》","Directed",848,9,"南京"
"651","中华","《再生》","Directed",849,1,"重庆"
"652","中华","《国讯》","Directed",850,2,"上海"
"653","中华","《民主(上海)》","Directed",851,1,"上海"
"654","中华民国","《中央周刊》","Directed",852,6,"南京"
"655","中华民国","《民主(上海)》","Directed",853,5,"上海"
"656","中华民族解放行动委员会","《再生》","Directed",854,1,"重庆"
"657","中南美洲","《中央周刊》","Directed",855,1,"重庆"
"658","中国","《周报(上海1945)》","Directed",889,22,"上海"
"659","中国","《文萃》","Directed",903,64,"上海"
"660","中国","《时代杂志》","Directed",909,45,"上海"
"661","中国人","《国讯》","Directed",939,2,"上海"
"662","中国共产党","《再生》","Directed",940,4,"上海"
"663","中国化","《中央周刊》","Directed",941,1,"重庆"
"664","中国史","《中央周刊》","Directed",942,2,"南京"
"665","中国国民党","《再生》","Directed",943,1,"重庆"
"666","中国战区","《中央周刊》","Directed",944,1,"重庆"
"667","中国教育学会","《国讯》","Directed",945,1,"上海"
"668","中央","《中央周刊》","Directed",946,6,"南京"
"669","中央研究院","《中央周刊》","Directed",948,1,"重庆"
"670","中学生","《周报(上海1945)》","Directed",949,1,"上海"
"671","中山","《中央周刊》","Directed",950,2,"南京"
"672","中山","《国讯》","Directed",951,3,"上海"
"673","中庭","《周报(上海1945)》","Directed",952,1,"上海"
"674","中心","《中央周刊》","Directed",953,4,"南京"
"675","中日","《再生》","Directed",954,1,"重庆"
"676","中日","《民主周刊(昆明)》","Directed",955,1,"昆明"
"677","中正路","《周报(上海1945)》","Directed",956,1,"上海"
"678","中看","《民主(上海)》","Directed",957,1,"上海"
"679","中立","《民主周刊(昆明)》","Directed",958,1,"昆明"
"680","中美","《文萃》","Directed",959,1,"上海"
"681","中美","《民主(重庆)》","Directed",960,1,"重庆"
"682","中苏","《中华论坛》","Directed",961,1,"重庆"
"683","中苏","《中央周刊》","Directed",962,1,"重庆"
"684","中苏","《周报(上海1945)》","Directed",963,2,"上海"
"685","中苏","《文萃》","Directed",964,2,"上海"
"686","中苏","《时代杂志》","Directed",965,4,"上海"
"687","中苏","《民主周刊(昆明)》","Directed",966,2,"昆明"
"688","中苏关系","《再生》","Directed",968,1,"重庆"
"689","中计","《民主(上海)》","Directed",969,1,"上海"
"690","中间","《民主(重庆)》","Directed",970,1,"重庆"
"691","中间性","《国讯》","Directed",971,1,"上海"
"692","临全代会","《民主(重庆)》","Directed",972,1,"重庆"
"693","临时政府","《时代杂志》","Directed",973,2,"上海"
"694","为什","《民主(重庆)》","Directed",975,1,"重庆"
"695","为余銹象","《民主(重庆)》","Directed",976,1,"重庆"
"696","为先","《中央周刊》","Directed",977,1,"重庆"
"697","为重","《周报(上海1945)》","Directed",978,1,"上海"
"698","主义","《中央周刊》","Directed",979,12,"南京"
"699","主义","《周报(上海1945)》","Directed",980,1,"上海"
"700","主义","《文萃》","Directed",981,4,"上海"
"701","主义","《时代杂志》","Directed",982,7,"上海"
"702","主席","《中央周刊》","Directed",983,4,"南京"
"703","主席","《国讯》","Directed",984,2,"上海"
"704","主席","《时代杂志》","Directed",985,4,"上海"
"705","主席团","《时代杂志》","Directed",987,2,"上海"
"706","主张","《再生》","Directed",988,7,"上海"
