"title","author","journal","year","vol","page","place","title_raw","author_raw"
"读者投书：一个“联谊会”的建议","任九皋","《观察》",1947,"第2卷 第7期","1","上海","讀者投書：一個“聯誼會”的建議","任九皋"
"论中国“官僚制度”","张锐","《观察》",1947,"第2卷 第7期","6-7","上海","論中國“官僚制度”","張銳"
"尾页：房屋·麦粉·报馆","保生","《观察》",1947,"第1卷 第19期","23","上海","尾頁：房屋·麥粉·報館","保生"
"读者投书：傅孟眞的文章","许金铿","《观察》",1947,"第2卷 第2期","1","上海","讀者投書：傅孟眞的文章","許金鏗"
"鸡蛋直立的故事","戴文赛","《观察》",1947,"第2卷 第2期","14，21","上海","雞蛋直立的故事","戴文賽"
"观察通信版：淮上血泪（附图）","梁马","《观察》",1947,"第3卷 第11期","14-15","上海","觀察通信版：淮上血淚（附圖）","梁馬"
"我们对于政府压迫民盟的看法","周炳琳","《观察》",1947,"第3卷 第11期","2","上海","我們對于政府壓迫民盟的看法","周炳琳 金岳霖 趙紫宸"
"我们对于政府压迫民盟的看法","金岳霖","《观察》",1947,"第3卷 第11期","2","上海","我們對于政府壓迫民盟的看法","周炳琳 金岳霖 趙紫宸"
"我们对于政府压迫民盟的看法","赵紫宸","《观察》",1947,"第3卷 第11期","2","上海","我們對于政府壓迫民盟的看法","周炳琳 金岳霖 趙紫宸"
"欧洲完了麽？","（英）拉斯基","《观察》",1947,"第3卷 第17期","8-10","上海","歐洲完了麽？","(英)拉斯基"
"论保长：“从社会结构看中国”之三","胡庆钧","《观察》",1947,"第3卷 第17期","10-12","上海","論保長：“從社會結構看中國”之三","胡慶鈞"
"读者投书：关于新闻纸杂誌用纸节约办法","赵崇仁","《观察》",1947,"第3卷 第5期","1","上海","讀者投書：關于新聞紙雜誌用紙節約辦法","趙崇仁"
"书评：补评英文新字辞典","钱锺书","《观察》",1947,"第3卷 第5期","20","上海","書評：補評英文新字辭典","錢鍾書"
"“爲中国的农业试探一条出路”刊出后的响应","安平","《观察》",1947,"第3卷 第5期","21-22","上海","“爲中國的農業試探一條出路”刊出後的響應","安平"
"谈诗歌的晦涩","戴镏龄","《观察》",1947,"第3卷 第17期","19-18","上海","談詩歌的晦澀","戴鎦齡"
"读者投书：我在犯法中求生","伯识","《观察》",1947,"第3卷 第18期","1","上海","讀者投書：我在犯法中求生","伯識"
"读者投书：中国军人在前进中","任可忠","《观察》",1947,"第2卷 第18期","1，23","上海","讀者投書：中國軍人在前進中","任可忠"
"读者投书：二五减租","秦军","《观察》",1947,"第2卷 第18期","23","上海","讀者投書：二五減租","秦軍"
"读者投书：武岭兴学公然摊派","张明琴","《观察》",1947,"第2卷 第18期","23","上海","讀者投書：武嶺興學公然攤派","張明琴"
"读者投书：“命”的等级","孙进明","《观察》",1947,"第2卷 第7期","1","上海","讀者投書：“命”的等級","孫進明"
"读者投书：极爲欣赏","史明哲","《观察》",1947,"第3卷 第4期","1","上海","讀者投書：極爲欣賞","史明哲"
"追念顾临先生","任鸿隽","《观察》",1947,"第2卷 第14期","11","上海","追念顧臨先生","任鴻雋"
"读者投书：组织·生活·信仰","田菊安","《观察》",1947,"第2卷 第6期","1","上海","讀者投書：組織·生活·信仰","田菊安"
"读者投书：张东荪谈话补遗","王正礼","《观察》",1947,"第2卷 第7期","1","上海","讀者投書：張東蓀談話補遺","王正禮 芝"
"读者投书：张东荪谈话补遗","芝","《观察》",1947,"第2卷 第7期","1","上海","讀者投書：張東蓀談話補遺","王正禮 芝"
"编者报告：广告：我们本来每期出版时……","芝","《观察》",1947,"第3卷 第17期","1","上海","編者報告：廣告：我們本來每期出版時……","芝"
"读者投书：给全国各专科以上同学的一封信","张雪非","《观察》",1947,"第2卷 第14期","1","上海","讀者投書：給全國各專科以上同學的一封信","張雪非 芝"
"读者投书：给全国各专科以上同学的一封信","芝","《观察》",1947,"第2卷 第14期","1","上海","讀者投書：給全國各專科以上同學的一封信","張雪非 芝"
"蛮一点·孩子！：美国人性格之六","费孝通","《观察》",1947,"第2卷 第20期","11-13","上海","蠻一點·孩子！：美國人性格之六","費孝通"
"论师儒：“从社会结构看中国”之四","费孝通","《观察》",1947,"第3卷 第18期","9-11，6","上海","論師儒：“從社會結構看中國”之四","費孝通"
"论现行的留学政策","季羡林","《观察》",1947,"第3卷 第7期","8-10","上海","論現行的留學政策","季羡林"
"中国的对美政策","文觉","《观察》",1947,"第3卷 第7期","10-11","上海","中國的對美政策","文覺"
"樊笼","李慕白","《观察》",1947,"第2卷 第11期","21-22","上海","樊籠","李慕白"
"生铁焦煤·不可运日","黄遵明","《观察》",1947,"第2卷 第15期","6-8","上海","生鐵焦煤·不可運日","黃遵明"
"物价往那裏去？","笪移今","《观察》",1947,"第2卷 第5期","9-11","上海","物價往那裏去？","笪移今"
"客座记言：四、民主园中的嘉木与恶草","陈衡哲","《观察》",1947,"第2卷 第5期","12-13","上海","客座記言：四、民主園中的嘉木與惡草","陳衡哲"
"中国历史的悲剧（下）","贺昌羣","《观察》",1947,"第2卷 第24期","11-14","上海","中國歷史的悲劇（下）","賀昌羣"
"观察通信版：台湾暴动纪实","君君","《观察》",1947,"第2卷 第5期","16-17","上海","觀察通信版：台灣暴動紀實","君君"
"週末闢栏：我对大公报的看法","张啸虎","《观察》",1947,"第2卷 第5期","20-21","上海","週末闢欄：我對大公報的看法","張嘯虎"
"隣人","季羡林","《观察》",1947,"第2卷 第5期","22","上海","隣人","季羡林"
"读者投书：不要再玩老把戏","陈荣纬","《观察》",1947,"第2卷 第18期","1","上海","讀者投書：不要再玩老把戲","陳榮緯"
"论亚洲与远东的经济重建","夏炎德","《观察》",1947,"第2卷 第18期","4-6","上海","論亞洲與遠東的經濟重建","夏炎德"
"陨星与流星","戴文赛","《观察》",1947,"第2卷 第19期","14-16","上海","隕星與流星","戴文賽"
"读者投书：四平街之战","潘亢三","《观察》",1947,"第2卷 第19期","1","上海","讀者投書：四平街之戰","潘亢三"
"读者投书：令人费解","吉绍三","《观察》",1947,"第2卷 第19期","23","上海","讀者投書：令人費解","吉紹三"
"评方显廷先生的经济观点：论当前经济危机的根源","笪移今","《观察》",1947,"第2卷 第20期","8-11","上海","評方顯廷先生的經濟觀點：論當前經濟危機的根源","笪移今"
"海滨","李慕白","《观察》",1947,"第2卷 第6期","22-23","上海","海濱","李慕白"
"圣诞夜","李慕曰","《观察》",1947,"第2卷 第2期","22","上海","聖誕夜","李慕曰"
"读者投书：居正·司法的尊严","许宏宇","《观察》",1947,"第2卷 第2期","1","上海","讀者投書：居正·司法的尊嚴","許宏宇"
"关於“美国人的性格”（通信）","孝通","《观察》",1947,"第3卷 第4期","22","上海","關於“美國人的性格”（通信）","孝通"
"观察通信版：记刘伯承南下中的安徽党政军","曼容","《观察》",1947,"第3卷 第10期","16","上海","觀察通信版：記劉伯承南下中的安徽黨政軍","曼容"
"观察通信版：湘粮开禁重禁前后详记","胡人章","《观察》",1947,"第3卷 第10期","17-18，16","上海","觀察通信版：湘糧開禁重禁前後詳記","胡人章"
"新近在巴黎发现的莫泊桑写给一位美女的三封信","凌卓","《观察》",1947,"第3卷 第10期","19，15","上海","新近在巴黎發現的莫泊桑寫給一位美女的三封信","凌卓"
"读者投书：三题徵答","马__科","《观察》",1947,"第3卷 第10期","1","上海","讀者投書：三題徵答","馬__科"
"读者投书：国民党在康定","邹山齐","《观察》",1947,"第3卷 第10期","1","上海","讀者投書：國民黨在康定","鄒山齊"
"读者投书：当局与六二","林国健","《观察》",1947,"第2卷 第14期","1","上海","讀者投書：當局與六二","林國健"
"读者投书：本刊自本期起每册售三千元","芝","《观察》",1947,"第2卷 第19期","1","上海","讀者投書：本刊自本期起每册售三千元","芝"
"迫不及待(转载WASHINGTON POST）：[漫画四幅]","方成","《观察》",1947,"第3卷 第9期","11","上海","迫不及待(轉載WASHINGTON POST）：[漫畫四幅]","方成"
"读者投书：人民开始需要合理的生活","谭徽岗","《观察》",1947,"第3卷 第10期","1，4","上海","讀者投書：人民開始需要合理的生活","譚徽崗"
"从民主到帝国","谷春帆","《观察》",1947,"第3卷 第10期","2-4","上海","從民主到帝國","谷春帆"
"币制非改不可","朱偰","《观察》",1947,"第3卷 第10期","5-7","上海","幣制非改不可","朱偰"
"论尊孔与民主的矛盾","朱本源","《观察》",1947,"第3卷 第10期","7-9","上海","論尊孔與民主的矛盾","朱本源"
"关於“中共往何处去？”","杨人楩","《观察》",1947,"第3卷 第10期","10-11","上海","關於“中共往何處去？”","楊人楩"
"爲自由而歌：斐多菲诗选译：（一）这在我是可怕的思想：[诗歌]","斐多菲","《观察》",1947,"第3卷 第14期","16","上海","爲自由而歌：斐多菲詩選譯：（一）這在我是可怕的思想：[詩歌]","斐多菲"
"爲自由而歌：斐多菲诗选译：（二）流血的日子：[诗歌]","斐多菲","《观察》",1947,"第3卷 第14期","16","上海","爲自由而歌：斐多菲詩選譯：（二）流血的日子：[詩歌]","斐多菲"
"爲自由而歌：斐多菲诗选译：（三）作战：[诗歌]","斐多菲","《观察》",1947,"第3卷 第14期","16-17","上海","爲自由而歌：斐多菲詩選譯：（三）作戰：[詩歌]","斐多菲"
"爲自由而歌：斐多菲诗选译：（四）犯人：[诗歌]","斐多菲","《观察》",1947,"第3卷 第14期","17","上海","爲自由而歌：斐多菲詩選譯：（四）犯人：[詩歌]","斐多菲"
"读者投书：中国人的命运","文秀村","《观察》",1947,"第2卷 第1期","1","上海","讀者投書：中國人的命運","文秀村"
"观察文摘：对於北大孟宪功等是否犯罪及假定其已犯罪究审判权属於何种机关之意见","蔡枢衡","《观察》",1947,"第3卷 第9期","19","上海","觀察文摘：對於北大孟憲功等是否犯罪及假定其已犯罪究審判權屬於何種機關之意見","蔡樞衡"
"读者投书：阜阳被炸","马文生","《观察》",1947,"第3卷 第9期","1","上海","讀者投書：阜陽被炸","馬文生"
"读者投书：怀愤激以切痛","徐源浩","《观察》",1947,"第3卷 第9期","1","上海","讀者投書：懷憤激以切痛","徐源浩"
"读者投书：广州近情","杨明洁","《观察》",1947,"第3卷 第9期","1","上海","讀者投書：廣州近情","楊明潔"
"读者投书：免於恐惧之自由","李殷民","《观察》",1947,"第3卷 第9期","1，19","上海","讀者投書：免於恐懼之自由","李殷民"
"读者投书：关于在华德侨","陈善基","《观察》",1947,"第3卷 第9期","19","上海","讀者投書：關于在華德僑","陳善基"
"评蒲立特的偏私的不健康的访华报告","储安平","《观察》",1947,"第3卷 第9期","2-4","上海","評蒲立特的偏私的不健康的訪華報告","儲安平"
"白报纸！","储安平","《观察》",1947,"第3卷 第9期","5-6","上海","白報紙！","儲安平"
"读者投书：本刊自本期起每期改出二十页","芝","《观察》",1947,"第3卷 第10期","1","上海","讀者投書：本刊自本期起每期改出二十頁","芝"
"美国的机器（美国通信）：记美国机械工具展览会","史超礼","《观察》",1947,"第3卷 第10期","11-13","上海","美國的機器（美國通信）：記美國機械工具展覽會","史超禮"
"观察通信版：陈赓南渡与陕豫局势","邓一成","《观察》",1947,"第3卷 第10期","14-15","上海","觀察通信版：陳賡南渡與陝豫局勢","鄧一成"
"我们的太阳","戴文赛","《观察》",1947,"第2卷 第4期","11-12，18","上海","我們的太陽","戴文賽"
"读者投书：改革台湾建议七点","王楚生","《观察》",1947,"第2卷 第5期","1","上海","讀者投書：改革台灣建議七點","王楚生 芝"
"读者投书：改革台湾建议七点","芝","《观察》",1947,"第2卷 第5期","1","上海","讀者投書：改革台灣建議七點","王楚生 芝"
"树立信用·力求合作","梁漱溟","《观察》",1947,"第2卷 第1期","2-4","上海","樹立信用·力求合作","梁漱溟"
"论豪门资本之必须剷除","傅孟真","《观察》",1947,"第2卷 第1期","5-7","上海","論豪門資本之必須剷除","傅孟真"
