"title","author","journal","year","vol","page","place","author_raw","title_raw"
"追念顾临先生","任鸿隽","《观察》",1947,"第2卷 第14期","11","上海","任鴻雋","追念顧臨先生"
"读者投书：组织·生活·信仰","田菊安","《观察》",1947,"第2卷 第6期","1","上海","田菊安","讀者投書：組織·生活·信仰"
"读者投书：张东荪谈话补遗","王正礼","《观察》",1947,"第2卷 第7期","1","上海","王正禮 芝","讀者投書：張東蓀談話補遺"
"读者投书：给全国各专科以上同学的一封信","张雪非","《观察》",1947,"第2卷 第14期","1","上海","張雪非 芝","讀者投書：給全國各專科以上同學的一封信"
"蛮一点·孩子！：美国人性格之六","费孝通","《观察》",1947,"第2卷 第20期","11-13","上海","費孝通","蠻一點·孩子！：美國人性格之六"
"论师儒：“从社会结构看中国”之四","费孝通","《观察》",1947,"第3卷 第18期","9-11，6","上海","費孝通","論師儒：“從社會結構看中國”之四"
"论现行的留学政策","季羡林","《观察》",1947,"第3卷 第7期","8-10","上海","季羡林","論現行的留學政策"
"中国的对美政策","文觉","《观察》",1947,"第3卷 第7期","10-11","上海","文覺","中國的對美政策"
"樊笼","李慕白","《观察》",1947,"第2卷 第11期","21-22","上海","李慕白","樊籠"
"生铁焦煤·不可运日","黄遵明","《观察》",1947,"第2卷 第15期","6-8","上海","黃遵明","生鐵焦煤·不可運日"
"物价往那裏去？","笪移今","《观察》",1947,"第2卷 第5期","9-11","上海","笪移今","物價往那裏去？"
"客座记言：四、民主园中的嘉木与恶草","陈衡哲","《观察》",1947,"第2卷 第5期","12-13","上海","陳衡哲","客座記言：四、民主園中的嘉木與惡草"
"中国历史的悲剧（下）","贺昌羣","《观察》",1947,"第2卷 第24期","11-14","上海","賀昌羣","中國歷史的悲劇（下）"
"观察通信版：台湾暴动纪实","君君","《观察》",1947,"第2卷 第5期","16-17","上海","君君","觀察通信版：台灣暴動紀實"
"週末闢栏：我对大公报的看法","张啸虎","《观察》",1947,"第2卷 第5期","20-21","上海","張嘯虎","週末闢欄：我對大公報的看法"
"隣人","季羡林","《观察》",1947,"第2卷 第5期","22","上海","季羡林","隣人"
"读者投书：不要再玩老把戏","陈荣纬","《观察》",1947,"第2卷 第18期","1","上海","陳榮緯","讀者投書：不要再玩老把戲"
"论亚洲与远东的经济重建","夏炎德","《观察》",1947,"第2卷 第18期","4-6","上海","夏炎德","論亞洲與遠東的經濟重建"
"陨星与流星","戴文赛","《观察》",1947,"第2卷 第19期","14-16","上海","戴文賽","隕星與流星"
"读者投书：四平街之战","潘亢三","《观察》",1947,"第2卷 第19期","1","上海","潘亢三","讀者投書：四平街之戰"
"读者投书：令人费解","吉绍三","《观察》",1947,"第2卷 第19期","23","上海","吉紹三","讀者投書：令人費解"
"评方显廷先生的经济观点：论当前经济危机的根源","笪移今","《观察》",1947,"第2卷 第20期","8-11","上海","笪移今","評方顯廷先生的經濟觀點：論當前經濟危機的根源"
"海滨","李慕白","《观察》",1947,"第2卷 第6期","22-23","上海","李慕白","海濱"
"圣诞夜","李慕曰","《观察》",1947,"第2卷 第2期","22","上海","李慕曰","聖誕夜"
"读者投书：居正·司法的尊严","许宏宇","《观察》",1947,"第2卷 第2期","1","上海","許宏宇","讀者投書：居正·司法的尊嚴"
"关於“美国人的性格”（通信）","孝通","《观察》",1947,"第3卷 第4期","22","上海","孝通","關於“美國人的性格”（通信）"
"观察通信版：记刘伯承南下中的安徽党政军","曼容","《观察》",1947,"第3卷 第10期","16","上海","曼容","觀察通信版：記劉伯承南下中的安徽黨政軍"
"观察通信版：湘粮开禁重禁前后详记","胡人章","《观察》",1947,"第3卷 第10期","17-18，16","上海","胡人章","觀察通信版：湘糧開禁重禁前後詳記"
"新近在巴黎发现的莫泊桑写给一位美女的三封信","凌卓","《观察》",1947,"第3卷 第10期","19，15","上海","凌卓","新近在巴黎發現的莫泊桑寫給一位美女的三封信"
"读者投书：三题徵答","马__科","《观察》",1947,"第3卷 第10期","1","上海","馬__科","讀者投書：三題徵答"
"读者投书：国民党在康定","邹山齐","《观察》",1947,"第3卷 第10期","1","上海","鄒山齊","讀者投書：國民黨在康定"
"读者投书：当局与六二","林国健","《观察》",1947,"第2卷 第14期","1","上海","林國健","讀者投書：當局與六二"
"迫不及待(转载WASHINGTON POST）：[漫画四幅]","方成","《观察》",1947,"第3卷 第9期","11","上海","方成","迫不及待(轉載WASHINGTON POST）：[漫畫四幅]"
"读者投书：人民开始需要合理的生活","谭徽岗","《观察》",1947,"第3卷 第10期","1，4","上海","譚徽崗","讀者投書：人民開始需要合理的生活"
"从民主到帝国","谷春帆","《观察》",1947,"第3卷 第10期","2-4","上海","谷春帆","從民主到帝國"
"币制非改不可","朱偰","《观察》",1947,"第3卷 第10期","5-7","上海","朱偰","幣制非改不可"
"论尊孔与民主的矛盾","朱本源","《观察》",1947,"第3卷 第10期","7-9","上海","朱本源","論尊孔與民主的矛盾"
"关於“中共往何处去？”","杨人楩","《观察》",1947,"第3卷 第10期","10-11","上海","楊人楩","關於“中共往何處去？”"
"爲自由而歌：斐多菲诗选译：（一）这在我是可怕的思想：[诗歌]","斐多菲","《观察》",1947,"第3卷 第14期","16","上海","斐多菲","爲自由而歌：斐多菲詩選譯：（一）這在我是可怕的思想：[詩歌]"
"爲自由而歌：斐多菲诗选译：（二）流血的日子：[诗歌]","斐多菲","《观察》",1947,"第3卷 第14期","16","上海","斐多菲","爲自由而歌：斐多菲詩選譯：（二）流血的日子：[詩歌]"
"爲自由而歌：斐多菲诗选译：（三）作战：[诗歌]","斐多菲","《观察》",1947,"第3卷 第14期","16-17","上海","斐多菲","爲自由而歌：斐多菲詩選譯：（三）作戰：[詩歌]"
"爲自由而歌：斐多菲诗选译：（四）犯人：[诗歌]","斐多菲","《观察》",1947,"第3卷 第14期","17","上海","斐多菲","爲自由而歌：斐多菲詩選譯：（四）犯人：[詩歌]"
"读者投书：中国人的命运","文秀村","《观察》",1947,"第2卷 第1期","1","上海","文秀村","讀者投書：中國人的命運"
"观察文摘：对於北大孟宪功等是否犯罪及假定其已犯罪究审判权属於何种机关之意见","蔡枢衡","《观察》",1947,"第3卷 第9期","19","上海","蔡樞衡","觀察文摘：對於北大孟憲功等是否犯罪及假定其已犯罪究審判權屬於何種機關之意見"
"读者投书：阜阳被炸","马文生","《观察》",1947,"第3卷 第9期","1","上海","馬文生","讀者投書：阜陽被炸"
"读者投书：怀愤激以切痛","徐源浩","《观察》",1947,"第3卷 第9期","1","上海","徐源浩","讀者投書：懷憤激以切痛"
"读者投书：广州近情","杨明洁","《观察》",1947,"第3卷 第9期","1","上海","楊明潔","讀者投書：廣州近情"
"读者投书：免於恐惧之自由","李殷民","《观察》",1947,"第3卷 第9期","1，19","上海","李殷民","讀者投書：免於恐懼之自由"
"读者投书：关于在华德侨","陈善基","《观察》",1947,"第3卷 第9期","19","上海","陳善基","讀者投書：關于在華德僑"
"评蒲立特的偏私的不健康的访华报告","储安平","《观察》",1947,"第3卷 第9期","2-4","上海","儲安平","評蒲立特的偏私的不健康的訪華報告"
"白报纸！","储安平","《观察》",1947,"第3卷 第9期","5-6","上海","儲安平","白報紙！"
"美国的机器（美国通信）：记美国机械工具展览会","史超礼","《观察》",1947,"第3卷 第10期","11-13","上海","史超禮","美國的機器（美國通信）：記美國機械工具展覽會"
"观察通信版：陈赓南渡与陕豫局势","邓一成","《观察》",1947,"第3卷 第10期","14-15","上海","鄧一成","觀察通信版：陳賡南渡與陝豫局勢"
"我们的太阳","戴文赛","《观察》",1947,"第2卷 第4期","11-12，18","上海","戴文賽","我們的太陽"
"读者投书：改革台湾建议七点","王楚生","《观察》",1947,"第2卷 第5期","1","上海","王楚生 芝","讀者投書：改革台灣建議七點"
"树立信用·力求合作","梁漱溟","《观察》",1947,"第2卷 第1期","2-4","上海","梁漱溟","樹立信用·力求合作"
"论豪门资本之必须剷除","傅孟真","《观察》",1947,"第2卷 第1期","5-7","上海","傅孟真","論豪門資本之必須剷除"
"敎师与进步","钱端升","《观察》",1947,"第2卷 第1期","7-9","上海","錢端升","敎師與進步"
"读者投书：读报的困难","杨六章","《观察》",1947,"第2卷 第2期","1","上海","楊六章 芝","讀者投書：讀報的困難"
"读者投书：从无罪到死刑","罗味莘","《观察》",1947,"第2卷 第3期","1","上海","羅味莘","讀者投書：從無罪到死刑"
"读者投书：言论自由的胜利","陈仲明","《观察》",1947,"第2卷 第3期","1","上海","陳仲明","讀者投書：言論自由的勝利"
"读者投书：不应一走了事","姜爲致","《观察》",1947,"第2卷 第3期","1","上海","姜爲致","讀者投書：不應一走了事"
"读者投书：互助会的办法","蒋锡昌","《观察》",1947,"第2卷 第3期","1","上海","蔣錫昌","讀者投書：互助會的辦法"
"世界大势与中国地位","钱端升","《观察》",1947,"第2卷 第3期","2-5","上海","錢端升","世界大勢與中國地位"
"国民党往何处去？","杨人楩","《观察》",1947,"第2卷 第3期","5-7","上海","楊人楩","國民黨往何處去？"
"经济正义现社会安全","郑林莊","《观察》",1947,"第2卷 第3期","8-9","上海","鄭林莊","經濟正義現社會安全"
"联合国经济社会理事会","吴元黎","《观察》",1947,"第2卷 第3期","9-11，18","上海","吳元黎","聯合國經濟社會理事會"
"週末闢栏：灰尘吸入症","蔡壬侯","《观察》",1947,"第2卷 第11期","19-20","上海","蔡壬侯","週末闢欄：灰塵吸入症"
"补白：飞渡太平洋宿中途岛：四言一首：[诗词]","任叔永（鸿隽）","《观察》",1947,"第2卷 第11期","20","上海","任叔永(鴻雋)","補白：飛渡太平洋宿中途島：四言一首：[詩詞]"
"补白：乘风好：[诗歌]","陈衡哲","《观察》",1947,"第2卷 第11期","20","上海","陳衡哲","補白：乘風好：[詩歌]"
"四月天·沉醉的大地（一）：[诗歌]","伊布拉因·阿尔敏沙林","《观察》",1947,"第2卷 第11期","21","上海","伊布拉因·阿爾敏沙林","四月天·沉醉的大地（一）：[詩歌]"
"读者投书：脆弱的局面","胡毅生","《观察》",1947,"第2卷 第11期","1","上海","胡毅生","讀者投書：脆弱的局面"
"墓（海外忆之九）","李慕白","《观察》",1947,"第2卷 第12期","18-19","上海","李慕白","墓（海外憶之九）"
"一曲难忘：海外忆之七","李慕白","《观察》",1947,"第2卷 第8期","20-21","上海","李慕白","一曲難忘：海外憶之七"
"读者投书：私人感情与国家利害","马文昌","《观察》",1947,"第2卷 第8期","1","上海","馬文昌","讀者投書：私人感情與國家利害"
"观察文摘：我们对於当前时局之建议","王絜非","《观察》",1947,"第2卷 第8期","22","上海","王絜非 毛一心 吳傖","觀察文摘：我們對於當前時局之建議"
"观察文摘：我们对於当前时局之建议","毛一心","《观察》",1947,"第2卷 第8期","22","上海","王絜非 毛一心 吳傖","觀察文摘：我們對於當前時局之建議"
"观察文摘：我们对於当前时局之建议","吴伧","《观察》",1947,"第2卷 第8期","22","上海","王絜非 毛一心 吳傖","觀察文摘：我們對於當前時局之建議"
"读者投书：急官儿","吴传道","《观察》",1947,"第2卷 第8期","1","上海","吳傳道","讀者投書：急官兒"
"读者投书：关于胡海门","黄楚清","《观察》",1947,"第2卷 第8期","1","上海","黄楚清","讀者投書：關于胡海門"
"读者投书：天下第一无脑筋事","王春芳","《观察》",1947,"第2卷 第8期","1","上海","王春芳","讀者投書：天下第一無腦筋事"
"美苏间的恐惧","蔡维藩","《观察》",1947,"第2卷 第8期","2-5","上海","蔡維藩","美蘇間的恐懼"
"读者投书：休矣！","梅友仁","《观察》",1947,"第2卷 第12期","1","上海","梅友仁","讀者投書：休矣！"
"敬告社会贤达","谢扶雅","《观察》",1947,"第1卷 第24期","13-14","上海","謝扶雅","敬告社會賢達"
"评中美商约中的移民规定","韩德培","《观察》",1947,"第1卷 第24期","15-17","上海","韓德培","評中美商約中的移民規定"
"现代财政动向与中国财政政策","伍啓元","《观察》",1947,"第1卷 第24期","18-20","上海","伍啓元","現代財政動向與中國財政政策"
